aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,country_of_origin,variety,processing_method
7.5,7.601718362266758,7.71615151981686,7.305566842449898,7.45384848018314,7.728281637733242,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry
7.7693928240039964,7.633873045329781,7.633873045329781,7.58,7.803873045329781,7.633873045329781,10.0,10.0,10.0,Asia Pacific,Mundo Novo,Washed / Wet
8.155367267821637,7.495267783584211,7.83,8.065367267821637,7.83,7.83,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.954061514251128,7.83,7.814338415807686,7.545938485748872,7.5,7.235384682635755,10.0,10.0,10.0,Brazil,Other,Washed / Wet
7.966356601227036,7.468477511165615,7.405165887607348,7.436688376441733,7.390331775214697,7.405165887607348,9.205764308711542,10.0,7.609668224785303,Other,Other,Other
7.80773386431869,7.372549800468663,7.209631872299944,7.25,8.340283664787354,7.564815936149972,8.13526852676273,9.33,9.33,United States,Other,Semi-washed / Semi-pulped
7.885236996265092,6.855002884804134,6.8860736952032475,7.548929189600886,7.607618498132546,7.5,10.0,10.0,10.0,East Africa,Peaberry,Semi-washed / Semi-pulped
7.5,7.216169567045971,6.860449464064631,7.110449464064631,7.31427989701866,7.363830432954029,8.0,8.953329875989992,6.107569052139271,United States,Other,Natural / Dry
8.098969775398837,7.442729671872372,7.5,7.58,7.67,7.442729671872372,10.0,10.0,10.0,Peru,Other,Semi-washed / Semi-pulped
7.2489031994841335,7.671233900580349,7.58,7.92,7.832193601031732,7.58,10.0,10.0,10.0,Brazil,Caturra,Semi-washed / Semi-pulped
7.145505296378286,6.904448897915521,6.621010592756573,6.99862868606039,7.258943601537235,6.583392499452756,8.67,8.67,9.605866017561324,United States,Typica,Natural / Dry
7.492024221595822,7.8337533074843195,7.5837533074843195,7.575777529080141,7.7537533074843195,7.83,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.27961472402151,7.75,7.52961472402151,7.19004090005975,7.91957382396176,7.67,10.0,10.0,10.0,United States,Hawaiian Kona,Natural / Dry
7.4045454068283725,7.5954545931716275,7.5954545931716275,7.4045454068283725,7.5954545931716275,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.58,7.376117488009336,7.351433575014587,7.898566424985413,7.351433575014587,7.453374831009919,10.0,10.0,7.3980587440046675,Other,Other,Other
7.75,7.83,7.804320818603191,8.0,7.660247441865027,7.561358362793618,10.0,10.0,10.0,Asia Pacific,Other,Other
8.042780877558407,7.968128487253208,8.010909364811615,8.10181872962323,7.7609093648116145,7.33,10.0,10.0,10.0,East Africa,Other,Washed / Wet
7.517457905339752,7.67,7.656271047330124,7.3379240244234865,8.144618070236762,8.732498974059665,10.0,10.0,9.33,Brazil,Other,Other
8.164811340689992,8.159622681379984,7.988974098966234,8.17,8.096214560343773,8.340377318620016,10.0,10.0,10.0,East Africa,Ethiopian Yirgacheffe,Pulped natural / honey
8.009120701469552,7.240669282218969,7.17,7.455634279500389,7.58,7.3928171397501945,10.0,10.0,10.0,United States,Other,Washed / Wet
7.6453451516778745,7.3953451516778745,7.524654848322125,7.42,7.6046548483221255,7.524654848322125,10.0,10.0,10.0,Taiwan,Ethiopian Heirlooms,Washed / Wet
8.076040927069513,8.677918145860973,8.333726186287517,8.425822166074244,8.003959072930487,8.077904020213271,10.0,10.0,10.0,Peru,Other,Washed / Wet
7.110775626071125,7.4810482003427605,6.822872026756645,7.308679225385605,7.5918238264138855,7.2897274257283655,9.33,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.83,8.0,7.862029287535069,7.75,8.195941424929861,7.876812236012022,10.0,10.0,10.0,East Africa,Other,Natural / Dry
7.5,7.5,7.643587674415254,7.5,7.643587674415254,7.643587674415254,10.0,10.0,10.0,Taiwan,Yellow Bourbon,Pulped natural / honey
7.33,7.33,7.258394257573138,7.5,7.491605742426862,7.517837797342918,10.0,10.0,10.0,Mexico,Catuai,Other
8.08,8.17,7.653908955465584,8.141498268502026,7.6846580897165975,7.83,10.0,10.0,10.0,United States,Other,Washed / Wet
7.55623876921038,7.58,7.733268615361678,7.266731384638322,7.44376123078962,7.925746153782439,10.0,10.0,10.0,Brazil,Typica,Natural / Dry
7.628850711329166,7.291149288670834,7.548591527096355,7.4662929497546875,7.7162929497546875,7.4662929497546875,10.0,10.0,10.0,Asia Pacific,Arusha,Washed / Wet
7.779383185302092,7.58,7.242876803563129,7.147740011134779,7.542603218706429,7.3148632075716495,9.33,10.0,10.0,Taiwan,Yellow Bourbon,Natural / Dry
7.260563461829853,7.561721367262353,7.17,7.489436538170147,7.561721367262353,7.260563461829853,10.0,10.0,10.0,Mexico,Catuai,Washed / Wet
7.45496213748309,7.45496213748309,7.67,7.513803484549872,7.736196515450128,7.736196515450128,10.0,10.0,7.441158652933218,Other,Other,Other
7.2406912684420535,7.2593087315579465,7.17,7.480218945439364,7.33,7.17,10.0,10.0,10.0,Brazil,Other,Pulped natural / honey
7.694040294467325,7.9829546687242585,7.7329546687242585,7.885959705532675,7.75,7.614040294467325,10.0,10.0,10.0,Taiwan,Catimor,Washed / Wet
7.538523551603957,7.58,7.381476448396043,7.538523551603957,7.831862547158408,7.2481374528415925,10.0,10.0,10.0,Brazil,Sulawesi,Pulped natural / honey
7.527720995892795,7.704470718685695,7.778779558521406,7.733250277207101,7.971220441478594,7.653250277207101,10.0,10.0,8.096749722792898,Other,Other,Washed / Wet
7.448220085657003,7.83,7.5,7.801779914342997,7.253853067142652,7.343853067142652,9.33,10.0,10.0,Asia Pacific,Hawaiian Kona,Washed / Wet
7.774885064485911,7.798991053790301,7.475114935514089,7.225114935514089,7.08,7.08,10.0,10.0,10.0,Taiwan,Peaberry,Washed / Wet
8.235563448069207,8.413067887608138,7.75,8.235563448069207,7.75,7.74249556046107,10.0,10.0,10.0,Peru,Hawaiian Kona,Semi-washed / Semi-pulped
7.641827288857669,7.75,7.641827288857669,7.75,7.608172711142331,7.471827288857669,10.0,10.0,10.0,Taiwan,Other,Other
7.44173068976759,7.340226206949454,6.989773793050546,7.25,7.340226206949454,7.531956896717045,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.151288062897875,7.672905352566706,7.672905352566706,7.203547323716647,7.546452676283353,7.42,10.0,10.0,10.0,United States,Typica,Semi-washed / Semi-pulped
7.53178862200662,7.485040648467472,7.5,7.21821137799338,7.436829270474093,7.235040648467472,10.0,10.0,10.0,Asia Pacific,Typica,Semi-washed / Semi-pulped
7.26557494414572,6.835923378154828,6.993135906081967,6.835923378154828,7.17,7.48442505585428,10.0,10.0,10.0,Asia Pacific,Typica,Other
7.9789142237059,7.5589142237059,7.298810116861582,7.548810116861582,7.1910857762941,7.392275659432517,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
8.040684299760947,7.471603694173894,7.331261544293421,7.3632073883477895,7.331261544293421,7.331261544293421,9.092180938706369,10.0,7.608396305826106,United States,Other,Other
6.8870720815774025,6.727100254929383,6.8870720815774025,6.817100254929382,6.8870720815774025,6.76002817335198,10.0,10.0,10.0,Taiwan,Typica,Other
7.784455460622554,8.537480679386144,7.870484035002175,8.41699664438397,7.49397142562038,7.92,10.0,10.0,10.0,United States,Typica,Washed / Wet
7.541497056457662,7.42,7.291497056457662,7.385775161295699,7.291497056457662,7.291497056457662,10.0,10.0,10.0,Haiti,Blue Mountain,Washed / Wet
7.62333413299219,7.718750899616214,7.487914967391595,7.5,7.87333413299219,7.67,10.0,10.0,10.0,United States,Hawaiian Kona,Pulped natural / honey
7.210771607461364,7.035868058394034,7.25,7.091543214922727,7.33,7.130771607461364,10.0,10.0,10.0,Other,Other,Washed / Wet
8.21889852465973,7.874447527891114,7.83,7.75,7.581104944217772,7.485549003231384,9.33,10.0,8.957751953911924,Taiwan,Hawaiian Kona,Natural / Dry
7.267704851029338,7.267704851029338,7.3053734657517,7.617668614722362,7.5553734657517,7.5553734657517,10.0,10.0,10.0,Peru,Catuai,Semi-washed / Semi-pulped
7.75,7.738901802176717,7.369852151443978,7.58,7.58,7.58,10.0,10.0,10.0,East Africa,Other,Washed / Wet
7.488025364062377,7.015083991619352,6.984916008380648,7.5577031185605765,7.015083991619352,6.804593762878848,10.0,10.0,10.0,Mexico,Other,Washed / Wet
7.24233272241961,7.313707035141672,7.5,7.313707035141672,7.67,7.41233272241961,10.0,10.0,10.0,United States,Other,Other
7.863248555847185,8.033248555847186,7.990653181175268,7.75,8.113248555847186,8.0,10.0,10.0,10.0,United States,Other,Semi-washed / Semi-pulped
7.67,7.1180961771061195,6.964328642485351,6.2586572849707025,6.914468919451497,7.370140276966145,8.912424819591472,10.0,6.202565096557617,Other,Arusha,Other
7.42,7.633950691808508,7.38535477990692,7.0620986163829835,7.553950691808508,8.222546603710096,10.0,10.0,10.0,United States,Yellow Bourbon,Other
7.499418884596314,7.67,6.774832927667134,7.08,6.94541404307082,6.94541404307082,10.0,10.0,10.0,Taiwan,Other,Other
7.458432291258337,7.458432291258337,7.621567708741663,7.5,7.58,7.58,10.0,10.0,10.0,Taiwan,Ethiopian Heirlooms,Washed / Wet
7.435901225753084,7.8381915405394675,7.92,8.156145157393192,7.435901225753084,8.0,9.33,9.33,8.69228430683202,Brazil,Other,Semi-washed / Semi-pulped
7.83,7.799039254444728,7.777520662715797,8.058481408271069,7.5,7.75,10.0,10.0,10.0,Taiwan,Peaberry,Semi-washed / Semi-pulped
7.922710757068827,8.335760358771257,8.821528884159918,7.9284711158400825,8.334239641228743,7.922710757068827,10.0,10.0,10.0,United States,Other,Washed / Wet
7.75,7.105742145224521,7.42,7.67,7.42,7.3475046587526744,10.0,10.0,10.0,Asia Pacific,Yellow Bourbon,Washed / Wet
7.751178592848191,7.58,7.58,7.652158749198392,7.67,7.903337342046584,10.0,10.0,10.0,Asia Pacific,Typica,Pulped natural / honey
8.247426582315804,8.33121102008668,8.171362397597516,8.17,7.828637602402485,8.172573417684196,10.0,10.0,10.0,Brazil,Bourbon,Semi-washed / Semi-pulped
7.470683487822857,7.33,7.377702106186218,7.678385594009075,7.729069081831932,7.545218028738823,8.67,10.0,10.0,United States,Catimor,Other
7.370984977400968,7.049015022599032,7.47514190042391,7.200984977400968,6.926828054378026,7.33,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.644367769728681,8.054468489326554,7.75,7.775531510673447,7.724367769728681,7.551163740944766,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped
7.443484848466094,7.056515151533906,7.14912457914125,7.128249158282499,7.645235690183594,7.25,10.0,10.0,10.0,Taiwan,Hawaiian Kona,Natural / Dry
7.987145067242457,7.671427466378772,7.83696663394511,8.075539167566339,8.075539167566339,7.828572533621228,9.33,10.0,10.0,Mexico,Typica,Natural / Dry
7.844175339326282,7.888493146068061,7.594175339326282,7.469857532584502,7.918635613483559,7.982668485394344,9.33,9.33,9.33,United States,Other,Semi-washed / Semi-pulped
7.25,7.25,7.2657985341026095,7.2657985341026095,7.046428115031956,6.966428115031956,10.0,10.0,10.0,Taiwan,Typica,Other
7.800679902477441,7.903300243806397,7.550679902477441,7.75,7.574079414864648,7.75,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.25,7.253708698735603,7.5,7.3025351315448175,7.645586783595393,7.42,10.0,10.0,10.0,Asia Pacific,Catuai,Natural / Dry
7.25,7.25,7.25,6.969632398648823,7.280367601351177,7.08,10.0,10.0,10.0,Taiwan,Other,Semi-washed / Semi-pulped
7.816573890062112,7.648975948264523,7.566573890062112,6.784450161673365,7.5,7.648975948264523,10.0,10.0,10.0,East Africa,Arusha,Washed / Wet
7.641809498917762,7.641809498917762,7.108190501082238,7.108190501082238,6.806845315881996,6.806845315881996,10.0,10.0,10.0,Taiwan,Other,Other
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.5,7.397569744438135,7.304765962492902,7.032335706931038,7.602430255561865,7.179905451369173,10.0,10.0,10.0,Taiwan,Typica,Other
7.1595584790441595,7.08,7.25,7.44218823203116,7.26044152095584,7.3404415209558405,10.0,10.0,10.0,Taiwan,Other,Semi-washed / Semi-pulped
7.67,7.464511229674376,7.535488770325624,7.245413636941951,7.023608822406802,7.58,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.172657750896589,7.941080850726073,7.824684498206821,7.710945896584159,7.347207294961496,7.783738601622662,8.67,9.025180547651264,10.0,United States,Hawaiian Kona,Other
7.25,6.954847054844869,7.308895503602415,7.111104496397585,7.388895503602415,7.111104496397585,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.75,7.83,7.763776114077005,8.0,7.7869496435093595,7.64244777184599,10.0,10.0,10.0,Asia Pacific,Catimor,Washed / Wet
7.75,7.83,7.646545434107633,8.0,8.153295518413646,7.876909131784734,10.0,10.0,10.0,Peru,Sumatra Lintong,Pulped natural / honey
7.05372653040933,7.312134040678345,7.429458449052641,7.33,7.33,7.508407510269015,10.0,10.0,10.0,Asia Pacific,Other,Semi-washed / Semi-pulped
7.5,7.820702670083271,7.58,7.75045949615632,7.74954050384368,7.50045949615632,10.0,10.0,10.0,Mexico,Other,Other
7.75,7.556388878512472,7.282777757024944,7.567499994506603,4.732777625183411,7.864722237481659,10.0,10.0,7.773611121487528,Other,Other,Other
7.508186509575028,7.42,7.258186509575028,7.356165786288913,7.258186509575028,7.258186509575028,10.0,10.0,10.0,Taiwan,Blue Mountain,Washed / Wet
7.320475001025953,7.508466665754709,7.346933331509417,7.562008335271244,7.062008335271244,7.846933331509417,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
7.246308071011983,7.674153420111519,7.58,7.92,7.837383857976034,7.58,10.0,10.0,10.0,United States,Sumatra,Washed / Wet
7.598440662989444,7.321559337010556,7.643622928157986,7.5005042541368745,7.7505042541368745,7.5005042541368745,10.0,10.0,10.0,Taiwan,Ruiru 11,Washed / Wet
7.886158512958006,7.7219207435209976,7.945826932975886,7.80966842001788,7.917747676496884,7.7780792564790024,9.33,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
6.7246036358520795,6.610876799324744,7.136273163472665,7.3553963641479205,6.928330472379414,6.814603635852079,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry
7.58889953191032,7.716722542529179,7.626166321784784,7.69781103721975,7.4294557526547145,7.44336127126459,9.33,9.33,5.9399281596053415,Other,Other,Natural / Dry
7.75,7.83,7.645647746027058,8.0,8.156100793665441,7.878704507945883,10.0,10.0,10.0,Central America,Sumatra Lintong,Other
7.113785493416416,7.2983793400467345,7.141892746708208,7.42,7.25,7.0483793400467345,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.737741253427391,7.75,7.75,7.42,8.118308583039404,7.854517493145218,10.0,10.0,10.0,Asia Pacific,Mundo Novo,Pulped natural / honey
8.34647778448449,8.42,8.06146249245495,8.23352221551551,8.28501529202954,7.96498470797046,10.0,10.0,10.0,United States,Other,Washed / Wet
7.807138631542637,7.75,7.742602804934337,7.6854641733917,7.507397195065663,7.4354641733917,10.0,10.0,10.0,East Africa,Typica,Other
7.823829148067657,8.3339493452367,7.83197467261835,8.254196179313993,7.575803820686007,7.922221506695643,10.0,10.0,10.0,Taiwan,Caturra,Semi-washed / Semi-pulped
7.94318117530856,7.435607846365111,7.58,7.83,7.605607846365111,7.69318117530856,9.33,10.0,10.0,Peru,Typica,Natural / Dry
6.867344090773209,6.724917780548836,6.697344090773209,7.17,7.107573689775627,7.107573689775627,10.0,10.0,8.80717965187088,Asia Pacific,Typica,Other
7.2856183246929955,7.445618324692996,7.238620460791237,7.333995727803517,8.225761214515767,7.408620460791237,9.33,10.0,10.0,Mexico,Hawaiian Kona,Washed / Wet
7.8254244275902325,7.5,7.344575572409767,7.344575572409767,7.5,7.344575572409767,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.197930576212944,7.17,7.117930576212944,7.197930576212944,7.610647525547493,7.382069423787056,10.0,10.0,10.0,United States,Typica,Other
7.491905239488358,7.58,7.758094760511642,7.658306453788127,7.5,7.578306453788127,10.0,10.0,10.0,Asia Pacific,Yellow Bourbon,Washed / Wet
7.048684401689853,6.741789794838953,6.427368803379705,6.839842418771358,7.1931053931491,6.354895187988053,8.67,8.67,9.86147317953879,Asia Pacific,Hawaiian Kona,Washed / Wet
7.5,7.630068613938201,7.319862772123598,7.630068613938201,7.58,7.726327190680476,10.0,10.0,10.0,East Africa,Catimor,Washed / Wet
7.75,7.625022761086919,7.455022761086919,7.75,7.75,7.67,10.0,10.0,10.0,Asia Pacific,Other,Natural / Dry
7.42478367787044,6.997748857472734,7.07521632212956,6.992965179602293,7.17,7.332251142527266,10.0,10.0,10.0,Taiwan,Catuai,Washed / Wet
7.352845373560056,7.4685464188151185,7.272845373560056,7.397154626439944,7.227154626439944,7.17,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.353861708758493,7.646138291241507,7.6405438688882015,8.201087737776403,8.102820451371215,8.168958742612721,8.67,8.67,9.87564090274243,United States,Yellow Bourbon,Other
8.143640949558241,8.143640949558241,7.694762982188739,7.9915960682530205,8.278877967369501,8.055237017811262,10.0,10.0,10.0,United States,Hawaiian Kona,Natural / Dry
7.08,7.33,7.369674108135936,7.251365793962399,7.380325891864064,7.5,10.0,10.0,10.0,Asia Pacific,Other,Washed / Wet
7.42,6.892843244257371,7.476730047157862,7.142843244257371,6.972843244257371,7.33,10.0,10.0,10.0,Taiwan,Pache Comun,Semi-washed / Semi-pulped
7.483942329592843,7.516057670407157,7.215877450384791,7.83,7.720180220022367,7.896237890429524,10.0,10.0,7.912295560836681,Other,Other,Washed / Wet
7.922795774295835,7.4922339602893455,7.33248513270741,7.58248513270741,7.244719092996755,7.422795774295835,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.5,7.5,7.53877048899017,7.25,7.38122951100983,7.12884222190572,10.0,10.0,10.0,Taiwan,Catuai,Washed / Wet
7.687802804731523,7.1615581176069965,7.5,7.083116235213992,7.277656715241235,6.993116235213992,7.548575755186749,8.67,9.33,United States,Hawaiian Kona,Natural / Dry
7.0291425682192274,7.2433122654191,7.042518037381028,7.42,7.540794228038071,7.042518037381028,9.33,8.988348340181156,7.338411543923858,Other,Arusha,Natural / Dry
7.532056868065383,7.532056868065383,7.532056868065383,7.217943131934617,7.42,7.181879155361061,10.0,10.0,10.0,Asia Pacific,Bourbon,Washed / Wet
7.827817931915003,7.422182068084997,7.6578179319150035,7.5,7.75,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Other
8.124398081358514,7.9470805471609545,7.888540273580477,7.237061645061008,7.008521371480531,7.067061645061008,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.246915303609184,7.65693775984932,7.33,7.810790823307823,6.996915303609184,7.83,10.0,10.0,10.0,United States,Other,Washed / Wet
8.0,8.0,8.0,7.643325492547186,7.736662746273593,8.041678917895021,10.0,10.0,10.0,Brazil,Catimor,Semi-washed / Semi-pulped
7.458304683397044,7.588602547781282,7.241397452218718,7.663390633205913,7.5,7.466907231178326,9.01919827654976,8.67,8.326013638025609,United States,Typica,Natural / Dry
7.8356420835104785,7.931284167020957,7.7010314593076306,7.852568334041913,7.463326457181891,7.75,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped
6.872004938196033,7.188563357973303,7.494878222249428,7.33,7.33,7.5665584197772695,10.0,10.0,10.0,United States,Typica,Washed / Wet
7.83,8.013284805373788,7.264017470065437,7.052697724560776,7.991935943093399,7.794633667654175,10.0,10.0,10.0,Brazil,Catimor,Natural / Dry
7.42,7.44158255393216,7.73571962682632,7.26428037317368,7.30316510786432,7.79413707289416,10.0,10.0,10.0,Brazil,Caturra,Washed / Wet
7.82798739607894,8.33916852897372,7.831788981263165,8.257379547710556,7.576198414815774,7.92,10.0,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
7.67,7.42,7.571379546297071,7.348620453702929,7.722759092594142,7.571379546297071,10.0,10.0,10.0,Brazil,Typica,Natural / Dry
7.358836620369095,7.471163379630905,7.5,7.528836620369095,7.641163379630905,7.528836620369095,10.0,10.0,10.0,Mexico,Other,Washed / Wet
7.42,7.185384588703425,7.314615411296575,7.314615411296575,7.314615411296575,7.25,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.223033762471292,7.393033762471292,7.276966237528708,7.526966237528708,7.272696745251496,7.33,10.0,10.0,10.0,Haiti,Blue Mountain,Semi-washed / Semi-pulped
8.08,7.990448941024077,7.6608479997121455,7.92,8.239201882623863,8.009551058975923,10.0,10.0,10.0,United States,Other,Washed / Wet
7.424828807647808,7.758015820695361,7.424828807647808,7.671641794600254,7.923283589200509,7.836374026095107,8.68931523059123,5.3170587955038755,9.33,Peru,Caturra,Natural / Dry
7.397124515228112,7.9744634919380575,8.552574955211433,7.878411992833829,7.92,7.701588007166171,10.0,10.0,10.0,Asia Pacific,Other,Other
7.898313515779437,8.07114660286321,7.672833087083773,7.827166912916227,7.101686484220563,8.24114660286321,9.33,9.33,10.0,United States,Hawaiian Kona,Natural / Dry
7.67,7.75,7.473808527518694,7.83,7.79177106990673,8.106191472481306,10.0,10.0,7.886018728805982,Other,Other,Other
7.5,7.608745119697802,7.702338259660026,7.268916620642172,7.471254880302198,7.811083379357828,10.0,10.0,10.0,Brazil,Typica,Washed / Wet
7.950749082954643,7.83,7.808081601136549,7.75,7.75,7.75,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.5,7.5,7.574165437147156,7.092398446062294,7.345834562852844,7.092398446062294,10.0,10.0,10.0,Taiwan,Typica,Other
7.5,7.67,7.312669972950893,7.931784418393393,7.83,7.658908782688571,10.0,10.0,10.0,Other,Other,Washed / Wet
7.489663205431551,6.845058239378747,6.8670239278367005,7.239663205431551,7.5683711061104955,7.4316288938895045,9.33,9.33,9.33,United States,Other,Washed / Wet
7.419592955081657,7.867838609373338,7.249592955081657,7.537431564454995,7.537431564454995,7.962568435545005,10.0,10.0,10.0,Asia Pacific,Catimor,Other
7.67,7.127428669632392,7.362319373944655,7.42,7.734890704312263,7.362319373944655,10.0,10.0,10.0,East Africa,Ruiru 11,Natural / Dry
7.546942651919024,7.58,7.722810483408901,7.277189516591099,7.453057348080976,7.89669578724695,10.0,10.0,10.0,Brazil,Hawaiian Kona,Washed / Wet
8.0,8.080496939798783,7.433975088531201,8.0,7.589503060201217,7.92,10.0,10.0,7.513975088531201,Other,Other,Other
6.851903437433406,7.015771363604076,7.015771363604076,7.58,7.67,6.601903437433406,10.612025540041122,5.387974459958878,5.387974459958878,United States,Hawaiian Kona,Natural / Dry
7.56657781983094,7.33,7.33,7.64657781983094,7.67,6.833888626056625,8.0,7.4424107589158774,6.893143745310622,United States,Hawaiian Kona,Natural / Dry
7.33,7.5,7.1567659003359045,7.4067659003359045,7.5,7.356468199328191,10.0,10.0,10.0,Taiwan,Catuai,Semi-washed / Semi-pulped
7.789902625780385,7.477246170667378,6.891868344294953,7.778131655705047,7.608131655705047,7.659017140742717,9.33,8.903834062809521,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped
7.2028418629429956,7.3728418629429955,7.2971581370570044,7.5471581370570044,7.229788958753867,7.33,10.0,10.0,10.0,Taiwan,Other,Semi-washed / Semi-pulped
7.503055151989648,7.552299854716273,7.656944848010352,7.774622351363313,7.475377648636687,7.552299854716273,9.33,10.0,10.0,Asia Pacific,Typica,Other
8.10986735180384,7.890757552577229,7.988352246649383,8.129109799226612,7.761647753350617,8.049109799226612,10.0,10.0,7.700890200773388,Other,Other,Washed / Wet
8.218123517973874,8.03236666077442,7.564243142800546,8.11236666077442,7.63763333922558,8.03236666077442,10.0,10.0,7.584754910625852,Other,Other,Other
8.86560791179055,8.147984154772365,7.282376242981815,7.680360397754181,7.430360397754181,7.969279204491638,10.0,10.0,10.0,Brazil,Typica,Semi-washed / Semi-pulped
7.47369820086476,7.47369820086476,7.60630179913524,7.5,7.58,7.58,10.0,10.0,10.0,Brazil,Typica,Washed / Wet
7.219355826191752,6.507287979693753,6.917287979693753,7.478576327310249,7.478576327310249,6.917287979693753,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.83,7.75,7.897769862991358,7.83,7.246339726084646,8.219775342419675,9.33,10.0,10.0,United States,Typica,Natural / Dry
8.026511997315643,7.58,7.182966788529541,6.9605212141548165,7.228075639780092,7.187554425625275,9.33,10.0,10.0,Taiwan,Yellow Bourbon,Other
7.629676810524513,7.040323189475487,6.754516348211175,6.723226610107643,7.044839537686663,6.870323189475487,9.33,10.0,10.0,United States,Hawaiian Kona,Semi-washed / Semi-pulped
8.073799353331271,7.74697572750232,7.83,7.272401293337456,7.176200646668728,7.25,10.0,10.0,10.0,Asia Pacific,Typica,Washed / Wet
7.841110761075779,7.556389632713971,7.408889238924221,7.306389632713971,7.408889238924221,7.5,10.0,10.0,10.0,Asia Pacific,Catimor,Semi-washed / Semi-pulped
7.671779984384624,7.769296217793287,7.124110007807688,7.17,7.0,7.0,10.0,10.0,10.0,Asia Pacific,Typica,Semi-washed / Semi-pulped
7.205466969199942,7.2851681089119795,7.045466969199942,7.215765829487904,7.539850569856019,7.005616399343923,8.996251477455845,8.996251477455845,7.42,Other,Other,Natural / Dry
7.719722693777606,7.954061969500193,7.704061969500193,7.860277306222394,7.75,7.639722693777606,10.0,10.0,10.0,Taiwan,Catimor,Washed / Wet
8.291656831588389,8.413313663176778,8.258520767125326,8.17,7.699822401286285,8.086686336823222,10.0,10.0,10.0,United States,Other,Semi-washed / Semi-pulped
6.763071323619431,6.612392755277682,6.83,6.362392755277682,7.813035791456302,7.736928676380569,8.054785510555364,8.705464078897112,10.0,United States,Typica,Washed / Wet
7.434473899467596,6.8217500743722885,7.198947798935191,7.011966463421849,7.469164187984751,7.434473899467596,6.67,10.0,10.0,Other,Hawaiian Kona,Washed / Wet
7.8881660925622805,7.60908304628114,7.39091695371886,7.2681985266525775,7.39091695371886,7.5,10.0,10.0,10.0,Taiwan,Typica,Other
8.169913630518506,8.16973009537033,7.999816464851825,8.16982726103701,8.08,8.33017273896299,10.0,10.0,10.0,Taiwan,Sumatra,Washed / Wet
7.527174101494116,6.835080932830888,7.33,7.2994291358191195,7.357174101494116,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.83,7.83,7.905717435091592,7.594282564908408,8.037858717545797,8.330899549569633,9.33,9.33,10.317066759446043,United States,Other,Natural / Dry
7.674406953753545,7.42,7.424406953753545,7.503917292225373,7.424406953753545,7.424406953753545,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet
7.67,7.746206761254032,7.75,7.75,7.825732606410786,8.008060632335182,10.0,10.0,10.0,Taiwan,Typica,Other
7.25,7.25,7.25,7.154197458771662,7.095802541228338,7.154197458771662,10.0,10.0,10.0,Other,Typica,Washed / Wet
7.58,7.732278096440563,7.58,7.5,7.940716615894335,7.732278096440563,10.0,10.0,10.0,United States,Yellow Bourbon,Pulped natural / honey
7.438700143280382,7.08,6.713699721867493,7.33,7.33,6.892499789293556,10.0,9.25629943530673,10.0,Asia Pacific,Other,Washed / Wet
7.9874078686164625,6.775431725405721,7.105679188044367,7.407160405977817,6.669752537361354,7.382963325341506,8.67,9.222468400064214,10.0,Mexico,Mandheling,Semi-washed / Semi-pulped
7.67,7.58,7.291612454063749,7.8941937729681255,7.257782005410859,7.3635882324427335,10.0,10.0,10.0,Brazil,Hawaiian Kona,Natural / Dry
7.227851063854325,7.149153942451129,7.047428035079889,7.047428035079889,7.06827409262876,8.112571964920111,10.0,10.0,10.0,United States,Hawaiian Kona,Washed / Wet
